fitness_sharpe_fixed_threshold,expression,depth,length,factor_order_in_model,sym,freq,y_train_ret_period,start_date_train,end_date_train,start_date_test,end_date_test,metric,current_time,fitness_avg_pic_train,fitness_avg_pic_test,fitness_avg_sic_train,fitness_avg_sic_test,fitness_calmar_train,fitness_calmar_test,fitness_sharp_train,fitness_sharp_test,fitness_sharpe_fixed_threshold_train,fitness_sharpe_fixed_threshold_test,fitness_sharpe_std_threshold_train,fitness_sharpe_std_threshold_test,fitness_max_dd_train,fitness_max_dd_test,fitness_avg_mdd_train,fitness_avg_mdd_test,fitness_max_ic_train,fitness_max_ic_test,max_ic_train_check,given_ic_test
,"ts_argmin_5(ts_std_40(sqrt(ta_aroonosc_14(bar_gof_by_count_w10_trend, bar_ofi_signed_quote_sum_w10_trend))))",4,6,alpha_3878,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.1402701235429502,0.09622277937537459,0.10554930805684401,0.13302518454190185,16.55350327040566,20.638039287746814,3.8360402409793495,2.9787223189621144,,,,,-0.23956961440635366,-0.20541625934675117,-0.06584850397936984,-0.07526603448714667,0.5372035,0.14540250999999998,0.5372035,-0.19511077158135978
,ts_mean_return_10(ts_delta_17(bar_ofi_signed_qty_sum_w10_trend)),2,3,alpha_3879,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.09664136130929496,-0.038409079187473355,0.08247635065584702,0.004202778983934003,42.68016958233221,-13.66587230565852,4.802127992477315,-2.1409458650869317,,,,,-0.0961189694274877,-0.0004798493258913691,-0.037514690774944286,-0.00018001508323542032,0.1913035,0.13290149999999998,0.1913035,0.343006993006993
,"ts_delta_8(ta_cci_25(ts_sum_17(ts_argmin_5(bar_ofi_signed_quote_sum_w10_momentum)), max(ts_delta_17(ts_rank_20(bar_gof_by_count_w10_trend)), ta_willr_25(ta_rocr_25(bar_gof_by_volume_w10_mean), ta_dema_21(bar_ofi_signed_qty_sum_w10_trend), ts_mean_return_20(bar_gof_by_count_w10_trend))), bar_gof_by_count_w10_trend))",5,17,alpha_3880,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.02762463727692947,0.08885895184456385,-0.0028563350451097868,0.07483195831524099,-7.703128168280678,132.01091852177336,-1.8797244517023606,11.706534063061042,,,,,-0.12596427613180858,-0.09310180784016232,-0.03043254349424218,-0.033798206764754785,0.15710349999999998,0.19050250999999999,0.15710349999999998,
,"ta_lr_slope_5(ta_ema_8(ta_lr_angle_10(max(ta_dema_21(bar_gof_by_volume_w10_mean), div(bar_ofi_signed_qty_sum_w10_mean, bar_gof_by_volume_w10_trend)))))",5,9,alpha_3881,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.05962766746596424,0.054137555659943826,-0.05576133525001277,-0.01746982197134173,-20.850751245043796,57.486212899794,-4.720985305222767,7.159360947285563,,,,,-0.11316222796368111,-0.1016967255696209,-0.04191816074960979,-0.04367590168586495,0.26030451,-0.00619649,0.26030451,0.0014285714285714284
,ta_lr_slope_10(ts_mean_return_5(ta_lr_slope_5(bar_ofi_signed_quote_sum_w10_zscore))),3,4,alpha_3882,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.039135066438453214,0.014062822620126869,0.048573250472932074,-0.007445071645679563,2.6474329339938243,-25.55137987939617,0.354383896824954,-7.728591669665666,,,,,-0.03491410856207075,-0.3432193870170417,-0.013296109114177095,-0.07748295788359405,0.26700251,0.0494035,0.26700251,0.10280112044817928
,"ts_lag_8(ta_trima_8(ta_beta_5(bar_gof_by_volume_w10_std, ts_lag_8(ta_lr_intercept_10(bar_ofi_signed_quote_sum_w10_trend)))))",5,7,alpha_3883,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.04246919431438444,-0.04439611748375561,-0.022471971229836765,-0.043980460269214074,-7.3725547729679395,-33.578630701073926,-0.8383787422845173,-5.650582418303303,,,,,-0.045072707543290916,-0.12871579452407003,-0.014101111385500945,-0.043281791904313624,0.3093015,0.0725035,0.3093015,0.04791859389454208
,"ts_skew_20(ta_beta_20(ta_ema_21(ta_atr_14(bar_gof_by_volume_w10_mean, bar_ofi_signed_quote_sum_w10_std, bar_gof_by_count_w10_trend)), ts_max_5(ta_dema_55(bar_gof_by_count_w10_mean))))",4,10,alpha_3884,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.04511412052572851,,-0.04991315675206252,-34.52662513506807,-23.71891969181193,-3.710611478465223,-7.1247290554404366,,,,,-0.12569727863071553,-0.182022653832015,-0.04919709605226584,-0.048772549135761074,0.02820251,0.1603035,0.02820251,
,ts_kurt_20(ts_mean_return_20(bar_ofi_signed_quote_sum_w10_zscore)),2,3,alpha_3885,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.023856344236434006,-0.06505919389420639,-0.042059041517596915,-0.10731393834129396,-7.582362495094147,-25.98277391157907,-1.0885731004064503,-4.1970602358520885,,,,,-0.044352493452277694,-0.07211259669378507,-0.017028742661715647,-0.04522986866422095,0.056104509999999996,0.14190550999999998,0.056104509999999996,-0.2204216073781291
,ts_prod_3(ta_rocr_14(ts_delta_3(ts_delta_17(ts_range_20(bar_ofi_signed_qty_sum_w10_trend))))),5,6,alpha_3886,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.05801000878885874,0.05827051502418923,-0.06331006029469573,-0.048831958315240995,-41.429993400406254,-2.3313570734907314,-13.243591156344138,-0.3395596507159846,,,,,-0.13110399865461136,-0.2492096524492888,-0.028651190379722004,-0.05397289517687649,0.16190250999999997,0.20870450999999998,0.16190250999999997,-0.0029310132049858084
,tan(sqrt(ts_rank_5(ta_mom_12(tan(bar_ofi_signed_quote_sum_w10_momentum))))),5,6,alpha_3887,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.11751656731606785,-0.04996363256232742,0.13596592484894782,-0.054320017368649595,181.28114182093125,-25.402828130564014,11.353473656418783,-8.925781394281957,,,,,-0.2218060557480669,-1.657425666191278,-0.10587036941924191,-0.47380068151639276,0.24160551,0.21680550999999998,0.24160551,0.21678245766391663
,"ta_beta_10(ta_atr_25(ta_lr_slope_5(bar_ofi_signed_quote_sum_w10_trend), ta_mfi_25(bar_gof_by_count_w10_mean, bar_gof_by_volume_w10_trend, bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_quote_sum_w10_momentum), ta_mom_12(bar_gof_by_count_w10_std)), ta_lr_slope_20(ts_min_20(bar_gof_by_volume_w10_mean)))",3,14,alpha_3888,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0032839796192739635,0.009964565521117897,0.03215136407586182,-0.004084672166739034,-11.800044399119924,-17.045568841170827,-1.3979838585540871,-3.8596677642662063,,,,,-0.07368494252891826,-0.2623329096263295,-0.033396944596114156,-0.06779946246670404,0.15630450999999998,0.31440451,0.15630450999999998,0.0070765055839682725
,"ts_argrange_20(div(bar_ofi_signed_quote_sum_w10_std, bar_ofi_signed_qty_sum_w10_mean))",2,4,alpha_3889,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.010299570832879185,-0.032266047049245225,-0.03476489581524802,-0.022203213200173683,-3.397019177783387,-19.86955518369836,-0.3824675549316952,-4.586565872792342,,,,,-0.05849214592233915,-0.23562933003344183,-0.028788692560242517,-0.06858227906055579,0.22190350999999997,0.10010250999999999,0.22190350999999997,
,ta_rocr_14(bar_ofi_signed_qty_sum_w10_trend),1,2,alpha_3890,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.021268265227571338,0.018709039801369887,-0.15295763736515258,-0.07738732088580112,-41.490654731781405,30.846497365926854,-10.907949067581631,3.921603704456195,,,,,-0.13507257514052598,-0.0014146719138960467,-0.03360378576271751,-0.0003994193269335394,0.22740550999999998,0.34920251,0.22740550999999998,0.24729064039408863
,ta_lr_intercept_20(ts_prod_8(inv(ta_tema_8(bar_ofi_signed_quote_sum_w10_mean)))),4,5,alpha_3891,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.1715839555803814,0.02962452265710397,0.16149440597301085,0.03915284411636994,256.9484962109628,65.4220746234154,15.78334799339717,10.337353471985384,,,,,-0.04827613744840185,-0.04521289658371934,-0.02458286105453267,-0.015324767144851653,0.19510550999999998,0.29610451,0.19510550999999998,-0.016460283902144365
,"ta_rocr_25(ta_willr_14(ta_beta_5(ts_max_5(ta_trix_8(bar_gof_by_count_w10_trend)), ts_range_20(ta_lr_intercept_5(bar_ofi_signed_quote_sum_w10_quantile))), TS_COV_20(ts_range_5(ta_tema_21(bar_gof_by_count_w10_trend)), ta_lr_angle_5(ta_rsi_6(bar_ofi_signed_quote_sum_w10_std))), ta_trima_55(ta_willr_14(ts_std_20(bar_gof_by_count_w10_std), ts_max_20(bar_ofi_signed_quote_sum_w10_std), ta_lr_angle_5(bar_ofi_signed_quote_sum_w10_trend)))))",5,24,alpha_3892,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,-0.025932724303292153,,-0.03405080330004342,175.0681156313571,-32.11730825123869,11.737623482137385,-6.9048350003637085,,,,,-0.047244430022578915,-0.476433881794702,-0.010676105974090045,-0.1017256368625846,0.27500551,0.3355015,0.27500551,-0.009621956990378043
,"ta_lr_slope_10(ts_argmax_5(ta_aroonosc_14(ta_trima_8(ta_aroonosc_14(bar_ofi_signed_quote_sum_w10_momentum, bar_gof_by_volume_w10_trend)), ta_lr_slope_5(bar_gof_by_count_w10_std))))",5,9,alpha_3893,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.014497771161198474,-0.05415578355727776,0.02374435066346516,-0.0336799826313504,4.52382094453656,-31.28193682344445,0.6444536614833353,-7.7650922220714875,,,,,-0.08520025719078568,-0.20492098332241077,-0.033980861699525335,-0.07458399297903355,0.16850151,0.0938055,0.16850151,-0.03135704874835309
,cos(ta_rocr_14(bar_ofi_signed_quote_sum_w10_std)),2,3,alpha_3894,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.019560462174648158,-0.03216148198288281,-0.008809513841419533,-0.01205036908380373,-3.6202884796359722,-4.1432958971084535,-0.5626158514916869,-0.5226133228413556,,,,,-0.07223635096897711,-0.07732460032652538,-0.02608777237959181,-0.04034720409483815,0.00020551,0.18030449999999998,0.00020551,0.10522648083623697
,ta_lr_angle_5(ta_mom_25(ta_cmo_14(bar_ofi_signed_quote_sum_w10_trend))),3,4,alpha_3895,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.024999207627562914,0.020107094534041907,0.014037312927222855,0.04060877116804169,-19.20824773058086,3.2503894054186055,-5.462515298332448,0.6602878172611487,,,,,-0.18163765798571013,-0.16421437112610998,-0.04625747638930152,-0.05964296904334576,0.21690451,0.021703510000000002,0.21690451,0.12600267379679145
,"TS_CORR_20(ta_lr_angle_5(ts_min_10(ts_argmin_10(ta_rocr_25(bar_ofi_signed_quote_sum_w10_trend)))), TS_COV_40(ts_delta_8(ta_aroonosc_25(ta_aroonosc_14(bar_gof_by_volume_w10_std, bar_ofi_signed_quote_sum_w10_momentum), ts_range_20(bar_ofi_signed_quote_sum_w10_zscore))), ta_aroonosc_14(ta_ema_21(TA_HT_DCPERIOD(bar_ofi_signed_quote_sum_w10_quantile)), ta_minus_di_14(ta_beta_10(bar_ofi_signed_qty_sum_w10_trend, bar_ofi_signed_quote_sum_w10_zscore), ta_cmo_25(bar_gof_by_count_w10_mean), ts_argmin_5(bar_ofi_signed_qty_sum_w10_trend)))))",5,26,alpha_3896,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.14636403513006963,0.06380023145517362,0.13182017768850557,0.027908814589665654,135.06270793432228,28.953791804631372,11.340091628434374,3.760119022449325,,,,,-0.06196031467887392,-0.12097372849685836,-0.02694995339858724,-0.05170090447922704,0.0872035,0.2472035,0.0872035,
,"ts_skew_10(ta_lr_intercept_5(ts_min_5(sub(ts_argmin_5(bar_ofi_signed_quote_sum_w10_quantile), abs(bar_ofi_signed_quote_sum_w10_quantile)))))",5,8,alpha_3897,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0064306831025540785,-0.08999139453196807,0.03573545742014282,-0.06473035171515415,-37.8311375379565,-26.143711382915196,-9.632934160731155,-4.451719768436523,,,,,-0.15089117442047828,-0.14405437209717764,-0.048387909624370076,-0.06345560865063979,0.14450550999999998,0.08850150999999999,0.14450550999999998,-0.1506362545018007
,"ta_beta_20(ta_mom_12(ta_trix_55(ts_prod_17(bar_gof_by_count_w10_mean))), ts_sum_17(ts_kurt_20(TA_SAR(bar_ofi_signed_quote_sum_w10_std, bar_ofi_signed_quote_sum_w10_trend))))",4,10,alpha_3898,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.09003893209958183,,0.11131176726009553,-33.73445620009918,49.7974080926732,-3.9843174002320576,5.33010236274191,,,,,-0.20795849186708626,-0.18073176030837285,-0.06370634136371038,-0.056778164012689605,0.11070251,0.1564045,0.11070251,
,ta_rsi_6(ts_argmax_20(ta_rsi_12(ta_rocp_25(bar_gof_by_volume_w10_trend)))),4,5,alpha_3899,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.020338698972525136,-0.18876940465127914,-0.012044160398526887,-0.1696126791141989,-18.943747917113765,-34.48050936306822,-5.918074896384309,-9.273569749273875,,,,,-0.3055925602198478,-0.41181579052880846,-0.07504758997390001,-0.1408184753333798,0.15300450999999998,0.1517055,0.15300450999999998,-0.24296435272045033
,"ts_kurt_40(ta_minus_di_25(ts_lag_3(ta_minus_dm_14(bar_ofi_signed_quote_sum_w10_std, bar_gof_by_count_w10_trend)), ta_dx_25(ta_rsi_12(bar_gof_by_count_w10_trend), ta_dema_21(bar_gof_by_volume_w10_trend), ta_dema_21(bar_ofi_signed_quote_sum_w10_mean)), ta_rocr_25(ts_wma_8(bar_ofi_signed_quote_sum_w10_trend))))",4,16,alpha_3900,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0012842270051116671,0.008325931652936791,-0.026647813791042085,0.04656665219279202,3.5569409102723246,-15.224340395450797,0.4771250735927116,-3.575481097246701,,,,,-0.053451799054215175,-0.14536813199032972,-0.022665864710029758,-0.03453816709916883,0.16100251,0.10990451,0.16100251,-0.0926930515590358
,"ta_rocp_14(ta_rocr_25(min(bar_ofi_signed_qty_sum_w10_std, bar_ofi_signed_quote_sum_w10_trend)))",3,5,alpha_3901,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.03182958924322686,,-0.002931828050369093,-20.242545742287298,61.56510616709381,-4.1170983429207615,5.70759275808079,,,,,-0.1091987313725716,-0.0023004974585406285,-0.022727855078196062,-0.0003129974808347539,0.08210450000000001,0.24040250999999999,0.08210450000000001,
,"sin(TA_SAR(bar_gof_by_count_w10_mean, bar_ofi_signed_quote_sum_w10_mean))",2,4,alpha_3902,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0013268685145648939,0.05701618219206271,-0.011498388416798344,0.04288319583152409,-21.272734401081834,39.37484402224114,-5.8586300296655525,3.247467266526687,,,,,-0.12335052531609403,-0.041109389172774,-0.036093164318030925,-0.027798242750885695,-0.029896489999999998,0.2064055,-0.029896489999999998,0.11664295874822189
,ta_tema_21(ta_mom_12(ts_delta_8(ta_cmo_25(bar_ofi_signed_qty_sum_w10_trend)))),4,5,alpha_3903,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.09526027249254723,,0.11802518454190185,197.8924683093539,69.735322323369,10.798163189834815,7.944843799708086,,,,,-0.04848803559570264,-0.12011174176661338,-0.01895689228741937,-0.06241802217991423,0.2685035,0.11640251,0.2685035,
,"add(cos(bar_gof_by_volume_w10_trend), ta_mom_12(ts_range_5(ts_wma_8(ta_dema_21(bar_ofi_signed_quote_sum_w10_trend)))))",5,8,alpha_3904,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.0008462244162642241,-0.050460852063100345,0.05234014902842552,-0.02230221450282241,-21.064780337107667,-20.77536222110375,-2.8060781649779876,-6.0439549153546634,,,,,-0.07209476938025464,-0.1413580662702491,-0.031163301152597623,-0.04458548664610076,0.28900350999999996,0.19420351,0.28900350999999996,0.07128831213181933
,"ts_argmax_10(TS_CORR_20(ta_lr_intercept_20(bar_ofi_signed_qty_sum_w10_std), ta_rsi_12(bar_gof_by_volume_w10_std)))",3,6,alpha_3905,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.011972797958562282,-0.02059924802519671,0.017696869376395603,-0.025839774207555365,-14.984691058756317,0.3891586680264196,-4.428545355263591,0.06070261704751778,,,,,-0.3162573856167415,-0.2266802390247339,-0.07840206129805213,-0.10602757416921374,0.34540150999999997,0.0710025,0.34540150999999997,-0.15952208268122303
,ta_trix_21(ts_delta_17(bar_gof_by_count_w10_std)),2,3,alpha_3906,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.05343852109695265,,0.03439643942683456,-30.408141993908654,86.9990746126782,-8.474167603321732,4.7715514259054235,,,,,-0.2529260255257579,-0.07381345897397068,-0.06500585784850307,-0.02655914616937763,0.17830349999999998,0.03210251,0.17830349999999998,
,ts_kurt_10(elu(bar_ofi_signed_quote_sum_w10_zscore)),2,3,alpha_3907,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.012714794446201941,0.019395224656299403,0.003677671377105335,0.028878419452887532,38.43837665357606,36.31457419019445,4.364800248650184,5.402963614412522,,,,,-0.045589019858734,-0.10322239844408493,-0.01943924666484995,-0.039351813948545526,0.17890551,0.00050151,0.17890551,0.07123655913978495
,ts_argrange_20(ts_skew_40(bar_ofi_signed_quote_sum_w10_trend)),2,3,alpha_3908,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.07197744570386252,-0.1175438645308077,0.07215315540841855,-0.07770169344333477,12.859431286357129,-25.076679372951066,2.7213023523085638,-7.334279355944984,,,,,-0.13216103605612534,-0.26860324940405456,-0.04021596958761766,-0.07760231583639894,0.35700550999999997,0.2217035,0.35700550999999997,
,"ts_argrange_20(mul(bar_ofi_signed_quote_sum_w10_mean, bar_gof_by_count_w10_trend))",2,4,alpha_3909,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.14021979587441694,-0.07990148927902066,0.0923959680577495,-0.05908119843682154,332.8286469135321,-19.724911201272004,15.482555407356365,-7.1191957571258735,,,,,-0.02513706896311832,-0.2717493522804128,-0.01831619470889275,-0.0798944864684289,0.3211055,0.2419015,0.3211055,-0.25565217391304346
,"add(ts_sum_3(ts_skew_10(ta_tema_8(bar_ofi_signed_quote_sum_w10_momentum))), ta_rocr_25(min(sub(bar_ofi_signed_quote_sum_w10_mean, bar_ofi_signed_qty_sum_w10_mean), ta_willr_14(bar_ofi_signed_quote_sum_w10_quantile, bar_ofi_signed_quote_sum_w10_std, bar_ofi_signed_quote_sum_w10_quantile))))",4,14,alpha_3910,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.0033322461385710865,-0.08372203919996665,0.04057990127649428,-0.09353104646113766,3.222913931967927,-24.290361288382375,0.7030582367013958,-3.8642261795090227,,,,,-0.2932273115597545,-0.22396554405220997,-0.08626973027689146,-0.0950943658223036,0.2361035,0.37490451,0.2361035,-0.14481535236252216
,ta_trix_8(ts_mean_return_5(ts_std_10(bar_ofi_signed_quote_sum_w10_momentum))),3,4,alpha_3911,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.026980895316633897,0.018264932873696373,-0.0679152223749118,0.06935475466782456,-0.3503565406981695,52.891658660824895,-0.05965529053570717,4.564903210025456,,,,,-0.11033530878329897,-0.06528922516464795,-0.03430302890393677,-0.02282247727178254,0.14940151,0.35700550999999997,0.14940151,-0.31120448179271715
,"ta_cci_25(ta_minus_di_14(TA_TRANGE(tanh(bar_gof_by_count_w10_trend), TA_HT_DCPHASE(bar_gof_by_count_w10_mean), sin(bar_ofi_signed_quote_sum_w10_zscore)), ts_min_20(ta_lr_slope_20(bar_ofi_signed_quote_sum_w10_std)), neg(ta_lr_slope_10(bar_ofi_signed_quote_sum_w10_mean))), ta_rocr_25(ta_dema_8(ts_kurt_40(bar_ofi_signed_quote_sum_w10_trend))), ta_dema_55(tanh(ts_kurt_10(bar_gof_by_count_w10_std))))",4,23,alpha_3912,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.045280009278510766,-0.03053202588178504,0.05161308174996406,-0.06759531046461137,42.78239202740177,-15.615645456409823,3.962951505879583,-3.07091405601736,,,,,-0.03153069708844774,-0.14324888910564423,-0.015401444417101182,-0.0588653132724948,0.1433015,0.23370249999999998,0.1433015,-0.1573540706605223
,"ts_skew_10(ta_tema_21(ta_rsi_24(ta_atr_25(bar_ofi_signed_quote_sum_w10_trend, bar_ofi_signed_quote_sum_w10_quantile, bar_ofi_signed_quote_sum_w10_quantile))))",4,7,alpha_3913,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.025024486315101825,,-0.005904906643508473,54.83340903690789,0.6793288139672357,5.832465887339047,0.12856611970250426,,,,,-0.11143180006587544,-0.1447663331189058,-0.038053142192959785,-0.05780243719547991,0.2371035,-0.00779449,0.2371035,
,ta_lr_slope_10(ts_skew_10(bar_gof_by_volume_w10_mean)),2,3,alpha_3914,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.002444856518571717,0.0841239209570803,0.01752173431840136,0.08847459834997828,-7.511926745694972,23.386687322261704,-1.1827005326401834,3.905011965162449,,,,,-0.07261633401344308,-0.10451018141481874,-0.02791482202478065,-0.04575186287855372,0.03290151,0.06940451,0.03290151,-0.21458773784355178
,"ts_lag_17(ta_rocp_14(ta_aroonosc_14(bar_gof_by_volume_w10_std, bar_ofi_signed_quote_sum_w10_zscore)))",3,5,alpha_3915,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,,0.017119073479833342,,0.04326118906158822,-10.607930526951789,0.3717626576933658,-2.4999157932586824,0.058095238221985236,,,,,-0.129404849496073,-0.11087389167974639,-0.03616909676006287,-0.043824935618716934,0.04790451,0.2560035,0.04790451,
,"ta_cci_14(ts_argrange_20(ts_min_10(ts_wma_8(ta_mom_12(bar_gof_by_count_w10_std)))), ts_kurt_20(ts_max_10(ts_std_10(ts_sum_3(bar_ofi_signed_qty_sum_w10_trend)))), ta_aroonosc_14(ta_beta_5(ta_lr_slope_5(ta_rocr_25(bar_ofi_signed_quote_sum_w10_trend)), ta_lr_slope_20(ta_lr_slope_20(bar_ofi_signed_qty_sum_w10_trend))), TS_CORR_20(ta_ema_55(ts_range_20(bar_gof_by_count_w10_mean)), ta_rocp_25(ts_skew_40(bar_ofi_signed_quote_sum_w10_zscore)))))",5,26,alpha_3916,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.013190999208304837,-0.09280111351700546,0.017548840107501712,-0.08525184541901867,20.359882919083173,-20.228845809095542,2.6279295545903825,-5.898746640668546,,,,,-0.06717014014448823,-0.22015614026030242,-0.03147041437208137,-0.06754107229115316,0.20070450999999997,0.0591045,0.20070450999999997,0.037187789084181314
,"TA_BOP(ts_skew_10(ts_rank_5(ta_lr_intercept_5(bar_ofi_signed_quote_sum_w10_momentum))), ta_minus_dm_25(ts_range_10(sqrt(bar_gof_by_volume_w10_trend)), ts_skew_20(ts_lag_3(bar_ofi_signed_quote_sum_w10_quantile))), ta_beta_10(ta_dx_25(ta_mom_12(bar_ofi_signed_qty_sum_w10_mean), ts_mean_return_20(bar_ofi_signed_qty_sum_w10_mean), sub(bar_gof_by_count_w10_std, bar_gof_by_volume_w10_mean)), ts_range_5(log(bar_gof_by_count_w10_std))), ts_wma_21(ta_minus_di_25(div(bar_ofi_signed_qty_sum_w10_mean, bar_ofi_signed_quote_sum_w10_std), ts_max_10(bar_ofi_signed_qty_sum_w10_trend), ts_std_10(bar_ofi_signed_quote_sum_w10_trend))))",4,33,alpha_3917,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,0.07806753734155665,-0.023875041797391857,0.07548350976130307,0.010232864665155902,26.225945821815085,5.622959840930842,5.173606573892877,0.7774934960106201,,,,,-0.14043191388707996,-0.01848169103817396,-0.03850624892241371,-0.00880809895006352,0.14870350999999998,0.11810451,0.14870350999999998,
,"ta_lr_slope_5(ta_aroonosc_14(ta_cci_14(ta_trima_55(bar_ofi_signed_quote_sum_w10_mean), ta_tsf_20(bar_gof_by_volume_w10_trend), ta_lr_slope_20(bar_gof_by_count_w10_std)), ts_sum_3(ts_range_5(bar_ofi_signed_quote_sum_w10_trend))))",4,12,alpha_3918,BTCUSDT,1h,1,2025-01-01,2025-01-10,2025-01-10,2025-01-20,sharpe_fixed_threshold,20251009115153,-0.018147390268867268,-0.010922875247755098,-0.010796432118186022,-0.02114160261995539,4.687025998436408,0.3952383819824676,0.7834193011155959,0.06846010101251833,,,,,-0.05961008995967117,-0.14598204513544902,-0.02195761778995262,-0.050651319306474374,0.1373055,0.18680549999999999,0.1373055,0.03791240594250435
